year,geo_id,geolocation,level,location,historical,hist_country,disastertype,disasterno,latitude,longitude,temperature,,,YearT,TempT
2009,41347,Kangra,2, Kangra,0,NA,drought,2009-9323,32.11033015,76.30224823,0.67,,,,
2009,41348,Pakur,2, Pakur,0,NA,drought,2009-9323,24.5619121,87.65833573,0.67,,,,
2009,41349,Bhilwara,2, Bhilwara,0,NA,drought,2009-9323,25.48307294,74.7268655,0.67,,,,
2009,41350,Churachandpur,2, Churachandpur,0,NA,drought,2009-9323,24.30377657,93.42099621,0.67,,,,
2009,41351,Garhchiroli,2, Garhchiroli,0,NA,drought,2009-9323,19.78228247,80.2342336,0.67,,,,
2009,41352,Cachar,2, Cachar,0,NA,drought,2009-9323,24.81395989,92.85687296,0.67,,,,
2009,41353,Gautam Buddha Nagar,2, Gautam Buddha Nagar,0,NA,drought,2009-9323,28.39576485,77.53741378,0.67,,,,
2009,41354,Gaya,2, Gaya,0,NA,drought,2009-9323,24.69868487,84.92838202,0.67,,,,
2009,41355,Ghaziabad,2, Ghaziabad,0,NA,drought,2009-9323,28.77845644,77.47630696,0.67,,,,
2009,41356,Bikaner,2, Bikaner,0,NA,drought,2009-9323,28.19102754,73.07660018,0.67,,,,
2009,41357,Chandel,2, Chandel,0,NA,drought,2009-9323,24.24120419,94.09550378,0.67,,,,
2009,41358,Sheikhpura,2, Sheikhpura,0,NA,drought,2009-9323,25.13154554,85.81459535,0.67,,,,
2009,41359,Godda,2, Godda,0,NA,drought,2009-9323,24.85878308,87.30630656,0.67,,,,
2009,41360,Golaghat,2, Golaghat,0,NA,drought,2009-9323,26.47876346,93.83687006,0.67,,,,
2009,41361,Kannauj,2, Kannauj,0,NA,drought,2009-9323,27.01770598,79.67846091,0.67,,,,
2009,41362,Gadag,2, Gadag districts ,0,NA,drought,2009-9323,15.42780357,75.66666991,0.67,,,,
2009,41363,Bundi,2, Bundi,0,NA,drought,2009-9323,25.474335,75.77371292,0.67,,,,
2009,41364,Sidhi,2, Sidhi,0,NA,drought,2009-9323,24.22199727,81.82739323,0.67,,,,
2009,41365,Buxar,2, Buxar,0,NA,drought,2009-9323,25.4931557,84.09350224,0.67,,,,
2009,41366,Banswara,2, Banswara,0,NA,drought,2009-9323,23.47718841,74.36533615,0.67,,,,
2009,41367,Bareilly,2, Bareilly,0,NA,drought,2009-9323,28.45553052,79.41114726,0.67,,,,
2009,41368,Barmer,2, Barmer,0,NA,drought,2009-9323,25.7301825,71.47896025,0.67,,,,
2009,41369,Chandauli,2, Chandauli,0,NA,drought,2009-9323,25.13946741,83.25276015,0.67,,,,
2009,41370,Barwani,2, Barwani,0,NA,drought,2009-9323,21.78963664,75.02330476,0.67,,,,
2009,41371,Basti,2, Basti,0,NA,drought,2009-9323,26.78989967,82.60642135,0.67,,,,
2009,41372,Begusarai,2, Begusarai,0,NA,drought,2009-9323,25.49560022,86.12361437,0.67,,,,
2009,41373,Belgaum,2, Belgaum,0,NA,drought,2009-9323,16.11776998,74.82789853,0.67,,,,
2009,41374,Shimla,2, Shimla,0,NA,drought,2009-9323,31.20135196,77.61780441,0.67,,,,
2009,41375,Gumla,2, Gumla,0,NA,drought,2009-9323,23.10072063,84.52778655,0.67,,,,
2009,41376,Guna,2, Guna,0,NA,drought,2009-9323,24.55933171,77.19593278,0.67,,,,
2009,41377,Bhind,2, Bhind,0,NA,drought,2009-9323,26.42650112,78.71485018,0.67,,,,
2009,41378,Mandya,2, Mandya,0,NA,drought,2009-9323,12.60358581,76.79049069,0.67,,,,
2009,41379,Bhojpur,2, Bhojpur,0,NA,drought,2009-9323,25.47040473,84.53556133,0.67,,,,
2009,41380,Bid,2, Bid,0,NA,drought,2009-9323,18.9251127,75.80200054,0.67,,,,
2009,41381,Jehanabad,2, Jehanabad,0,NA,drought,2009-9323,25.15618328,85.02165589,0.67,,,,
2009,41382,Bijnor,2, Bijnor,0,NA,drought,2009-9323,29.39281735,78.38678405,0.67,,,,
2009,41383,Jhabua,2, Jhabua districts ,0,NA,drought,2009-9323,22.89343075,74.67399521,0.67,,,,
2009,41384,Jhansi,2, Jhansi,0,NA,drought,2009-9323,25.51059209,78.94644493,0.67,,,,
2009,41385,Bokaro,2, Bokaro,0,NA,drought,2009-9323,23.69166873,85.98753915,0.67,,,,
2009,41386,Bongaigaon,2,Bongaigaon,0,NA,drought,2009-9323,26.34628122,90.6135107,0.67,,,,
2009,41387,Una,2, Lahaul and Spiti,0,NA,drought,2009-9323,31.58272312,76.19571289,0.67,,,,
2009,41388,Bulandshahr,2, Bulandshahr,0,NA,drought,2009-9323,28.36670229,77.99918678,0.67,,,,
2009,41389,Dhemaji,2, Dhemaji,0,NA,drought,2009-9323,27.5903576,94.78022274,0.67,,,,
2009,41390,Varanasi,2, Varanasi,0,NA,drought,2009-9323,25.39063107,82.90902975,0.67,,,,
2009,41391,Akola,2, Akola districts ,0,NA,drought,2009-9323,20.75028542,77.0445658,0.67,,,,
2009,41392,Aligarh,2, Aligarh,0,NA,drought,2009-9323,27.92616556,78.07718214,0.67,,,,
2009,41393,Allahabad,2, Allahabad,0,NA,drought,2009-9323,25.29988857,81.96480869,0.67,,,,
2009,41394,Alwar,2, Alwar,0,NA,drought,2009-9323,27.59682449,76.59800451,0.67,,,,
2009,41395,Ambedkar Nagar,2, Ambedkar Nagar,0,NA,drought,2009-9323,26.42372261,82.65982592,0.67,,,,
2009,41396,Kaushambi,2, Kaushambi,0,NA,drought,2009-9323,25.49152066,81.4589688,0.67,,,,
2009,41397,Kinnaur,2, Kinnaur,0,NA,drought,2009-9323,31.60135834,78.39687129,0.67,,,,
2009,41398,Kishanganj,2, Kishanganj,0,NA,drought,2009-9323,26.29536332,87.92910356,0.67,,,,
2009,41399,Ashoknagar,2, Ashoknagar,0,NA,drought,2009-9323,24.61411819,77.86943135,0.67,,,,
2009,41400,Kohima,2, Kohima,0,NA,drought,2009-9323,25.76701194,94.10649881,0.67,,,,
2009,41401,Kokrajhar,2, Kokrajhar,0,NA,drought,2009-9323,26.58434301,90.19811008,0.67,,,,
2009,41402,Ahmadnagar,2, Ahmednagar,0,NA,drought,2009-9323,19.23321709,74.64550271,0.67,,,,
2009,41403,Kolhapur,2, Kolhapur,0,NA,drought,2009-9323,16.466794,74.16729997,0.67,,,,
2009,41404,Bangalore,2, Bangalore Urban,0,NA,drought,2009-9323,12.94229481,77.58682464,0.67,,,,
2009,41405,Bangalore Rural,2, Bangalore Rural,0,NA,drought,2009-9323,13.21776145,77.56624897,0.67,,,,
2009,41406,Banka,2, Banka,0,NA,drought,2009-9323,24.85193493,86.83421591,0.67,,,,
2009,41407,Lakhimpur,2, Lakhimpur,0,NA,drought,2009-9323,27.1743511,94.13502058,0.67,,,,
2009,41408,Hardoi,2, Hardoi,0,NA,drought,2009-9323,27.33438763,80.15249211,0.67,,,,
2009,41409,Barpeta,2, Barpeta,0,NA,drought,2009-9323,26.33773804,91.00368935,0.67,,,,
2009,41410,Davanagere,2, Davanagere,0,NA,drought,2009-9323,14.35150198,75.93132825,0.67,,,,
2009,41411,Lohardaga,2, Lohardaga,0,NA,drought,2009-9323,23.47458477,84.66307128,0.67,,,,
2009,41412,Lucknow,2, Lucknow,0,NA,drought,2009-9323,26.84669709,80.89700407,0.67,,,,
2009,41413,Madhepura,2, Madhepura,0,NA,drought,2009-9323,25.82607812,86.88931311,0.67,,,,
2009,41414,Bellary,2, Bellary,0,NA,drought,2009-9323,15.10503261,76.53055843,0.67,,,,
2009,41415,Kolar,2, Kolar,0,NA,drought,2009-9323,13.12876489,78.20854177,0.67,,,,
2009,41416,Mainpuri,2, Mainpuri,0,NA,drought,2009-9323,27.18644319,79.04400701,0.67,,,,
2009,41417,Mandi,2, Mandi,0,NA,drought,2009-9323,31.6414522,76.97793445,0.67,,,,
2009,41418,Mandla,2, Mandla,0,NA,drought,2009-9323,22.66599298,80.44732944,0.67,,,,
2009,41419,Dimapur,2, Dimapur,0,NA,drought,2009-9323,25.77766753,93.7874206,0.67,,,,
2009,41420,Mathura,2, Mathura,0,NA,drought,2009-9323,27.60062115,77.62079787,0.67,,,,
2009,41421,Bidar,2, Bidar,0,NA,drought,2009-9323,17.95022208,77.22350402,0.67,,,,
2009,41422,Jaunpur,2, Jaunpur,0,NA,drought,2009-9323,25.7491782,82.56705605,0.67,,,,
2009,41423,Mirzapur,2, Mirzapur districts ,0,NA,drought,2009-9323,24.98783267,82.61088768,0.67,,,,
2009,41424,Mokokchung,2, Mokokchung,0,NA,drought,2009-9323,26.47710622,94.53166014,0.67,,,,
2009,41425,Jodhpur,2, Jodhpur,0,NA,drought,2009-9323,26.74904967,72.78783353,0.67,,,,
2009,41426,Jorhat,2, Jorhat,0,NA,drought,2009-9323,26.79524644,94.27414916,0.67,,,,
2009,41427,Morena,2, Morena,0,NA,drought,2009-9323,26.41925906,77.86093974,0.67,,,,
2009,41428,Agra,2, Agra,0,NA,drought,2009-9323,27.00750514,78.06292449,0.67,,,,
2009,41429,Munger,2, Munger,0,NA,drought,2009-9323,25.21113816,86.52696012,0.67,,,,
2009,41430,Muzaffarnagar,2, Muzaffarnagar,0,NA,drought,2009-9323,29.41772157,77.72783132,0.67,,,,
2009,41431,Muzaffarpur,2, Muzaffarpur,0,NA,drought,2009-9323,26.15252629,85.32246146,0.67,,,,
2009,41432,Satara,2, Satara,0,NA,drought,2009-9323,17.66775236,74.18109413,0.67,,,,
2009,41433,Mysore,2, Mysore,0,NA,drought,2009-9323,12.20217573,76.43608261,0.67,,,,
2009,41434,Nagaon,2, Nagaon,0,NA,drought,2009-9323,26.22552824,92.84166137,0.67,,,,
2009,41435,Nagaur,2, Nagaur,0,NA,drought,2009-9323,27.06639984,74.18374439,0.67,,,,
2009,41436,Nalanda,2, Nalanda,0,NA,drought,2009-9323,25.22128669,85.44841103,0.67,,,,
2009,41437,Nalbari,2, Nalbari,0,NA,drought,2009-9323,26.37544176,91.38392877,0.67,,,,
2009,41438,Nanded,2, Nanded,0,NA,drought,2009-9323,19.11517989,77.62064376,0.67,,,,
2009,41439,Nandurbar,2, Nandurbar,0,NA,drought,2009-9323,21.54721783,74.21990767,0.67,,,,
2009,41440,Narsinghgarh,3, Narsinghpur,0,NA,drought,2009-9323,23.6373508,76.93602482,0.67,,,,
2009,41441,Nashik,2, Nashik,0,NA,drought,2009-9323,20.26000302,74.07783819,0.67,,,,
2009,41442,Nawada,2, Nawada,0,NA,drought,2009-9323,24.81098566,85.58705663,0.67,,,,
2009,41443,Osmanabad,2, Osmanabad,0,NA,drought,2009-9323,18.18822589,76.03923706,0.67,,,,
2009,41444,Siddharth Nagar,2, Siddharth Nagar,0,NA,drought,2009-9323,27.2328088,82.86031908,0.67,,,,
2009,41445,Palamu,2, Palamu,0,NA,drought,2009-9323,24.2002356,84.15857359,0.67,,,,
2009,41446,Churu,2, Churu,0,NA,drought,2009-9323,28.29270467,74.56158048,0.67,,,,
2009,41447,Damoh,2, Damoh,0,NA,drought,2009-9323,23.81627575,79.52052596,0.67,,,,
2009,41448,Lakhisarai,2, Lakhisarai,0,NA,drought,2009-9323,25.15973786,86.12817375,0.67,,,,
2009,41449,Latehar,2, Latehar,0,NA,drought,2009-9323,23.71718839,84.43610109,0.67,,,,
2009,41450,Latur,2, Latur,0,NA,drought,2009-9323,18.37348473,76.75954491,0.67,,,,
2009,41451,Dausa,2, Dausa,0,NA,drought,2009-9323,26.866094,76.51993413,0.67,,,,
2009,41452,Pilibhit,2, Pilibhit,0,NA,drought,2009-9323,28.5477796,79.95036411,0.67,,,,
2009,41453,Deoghar,2, Deoghar,0,NA,drought,2009-9323,24.32680721,86.73520844,0.67,,,,
2009,41454,Jabalpur,2, Jabalpur,0,NA,drought,2009-9323,23.17428218,79.94498854,0.67,,,,
2009,41455,Bhagalpur,2, Bhagalpur,0,NA,drought,2009-9323,25.26924572,87.0772599,0.67,,,,
2009,41456,Dhanbad,2, Dhanbad,0,NA,drought,2009-9323,23.83030577,86.47081811,0.67,,,,
2009,41457,Raisen,2, Raisen,0,NA,drought,2009-9323,23.22067052,78.11335768,0.67,,,,
2009,41458,Dhubri,2, Dhuburi,0,NA,drought,2009-9323,26.10159837,90.02789028,0.67,,,,
2009,41459,Jalna,2, Jalna,0,NA,drought,2009-9323,19.81972569,75.98260687,0.67,,,,
2009,41460,Dibrugarh,2, Dibrugarh,0,NA,drought,2009-9323,27.3714173,95.05490893,0.67,,,,
2009,41461,Mau,2, Mau,0,NA,drought,2009-9323,26.03539667,83.50281806,0.67,,,,
2009,41462,Meerut,2, Meerut,0,NA,drought,2009-9323,29.04163995,77.78360281,0.67,,,,
2009,41463,Dungarpur,2, Dungarpur,0,NA,drought,2009-9323,23.73416432,73.85793496,0.67,,,,
2009,41464,Rohtas,2, Rohtas,0,NA,drought,2009-9323,24.98065579,84.01973522,0.67,,,,
2009,41465,Mon,2, Mon,0,NA,drought,2009-9323,26.68463757,95.02184913,0.67,,,,
2009,41466,Moradabad,2, Moradabad,0,NA,drought,2009-9323,28.87817856,78.78173732,0.67,,,,
2009,41467,Farrukhabad,2, Farrukkhabad,0,NA,drought,2009-9323,27.43630498,79.45148707,0.67,,,,
2009,41468,Budaun,2, Badaun,0,NA,drought,2009-9323,28.08645897,79.03157571,0.67,,,,
2009,41469,Firozabad,2, Firozabad,0,NA,drought,2009-9323,27.20601003,78.45673912,0.67,,,,
2009,41470,Saraikela-kharsawan,2, Saraikela Kharsawan,0,NA,drought,2009-9323,22.84213058,85.94565083,0.67,,,,
2009,41471,Ganganagar,2, Ganganagar,0,NA,drought,2009-9323,29.40776536,73.59830158,0.67,,,,
2009,41472,Vidisha,2, Vidisha,0,NA,drought,2009-9323,23.89694194,77.80824361,0.67,,,,
2009,41473,Garhwa,2, Garhwa,0,NA,drought,2009-9323,24.10337949,83.68971716,0.67,,,,
2009,41475,Sehore,2, Sehore,0,NA,drought,2009-9323,22.9947822,77.12512133,0.67,,,,
2009,41476,Senapati,2, Senapati,0,NA,drought,2009-9323,25.20164854,94.04130978,0.67,,,,
2009,41477,Ghazipur,2, Ghazipur,0,NA,drought,2009-9323,25.62472918,83.54762871,0.67,,,,
2009,41478,Giridih,2, Giridih,0,NA,drought,2009-9323,24.29685083,86.10391796,0.67,,,,
2009,41479,Shajapur,2, Shajapur,0,NA,drought,2009-9323,23.38630639,76.55811081,0.67,,,,
2009,41480,Kodarma,2, Koderma,0,NA,drought,2009-9323,24.51849724,85.70239701,0.67,,,,
2009,41481,Sibsagar,3, Sibsagar,0,NA,drought,2009-9323,27.01228832,94.81926657,0.67,,,,
2009,41483,Jaisalmer,2, Jaisalmer,0,NA,drought,2009-9323,27.07029578,70.90052935,0.67,,,,
2009,41484,Jalaun,2, Jalaun,0,NA,drought,2009-9323,26.09631757,79.37968371,0.67,,,,
2009,41485,Shivpuri,2, Shivpuri,0,NA,drought,2009-9323,25.36784211,77.806148,0.67,,,,
2009,41486,Gwalior,2, Gwalior,0,NA,drought,2009-9323,26.04504563,78.13879231,0.67,,,,
2009,41487,Hailakandi,2, Hailakandi,0,NA,drought,2009-9323,24.49649775,92.58903387,0.67,,,,
2009,41488,Hanumangarh,2, Hanumangarh,0,NA,drought,2009-9323,29.24014105,74.59694826,0.67,,,,
2009,41489,Sirohi,2, Sirohi,0,NA,drought,2009-9323,24.75842712,72.77903187,0.67,,,,
2009,41490,Datia,2, Datia,0,NA,drought,2009-9323,25.84533124,78.60677123,0.67,,,,
2009,41491,Hathras,2, Hathras,0,NA,drought,2009-9323,27.57614782,78.14403194,0.67,,,,
2009,41492,Hingoli,2, Hingoli,0,NA,drought,2009-9323,19.61534781,77.11657306,0.67,,,,
2009,41493,Solan,2, Solan,0,NA,drought,2009-9323,31.04658426,76.89569492,0.67,,,,
2009,41494,Pune,2, Pune,0,NA,drought,2009-9323,18.57054718,74.07657987,0.67,,,,
2009,41495,Mahoba,2, Mahoba,0,NA,drought,2009-9323,25.35239321,79.69269274,0.67,,,,
2009,41496,Unnao,2, Unnao,0,NA,drought,2009-9323,26.61433977,80.54996017,0.67,,,,
2009,41497,Vaishali,2, Vaishali districts ,0,NA,drought,2009-9323,25.76301903,85.36202549,0.67,,,,
2009,41498,Jalgaon,2, Jalgaon,0,NA,drought,2009-9323,20.93742506,75.49131842,0.67,,,,
2009,41499,Rajsamand,2, Rajsamand,0,NA,drought,2009-9323,25.19742506,73.87531867,0.67,,,,
2009,41500,Jalor,2, Jalor,0,NA,drought,2009-9323,25.09505411,72.21691754,0.67,,,,
2009,41501,Jamtara,2, Jamtara,0,NA,drought,2009-9323,23.97528326,86.91165902,0.67,,,,
2009,41502,Jamui,2, Jamui,0,NA,drought,2009-9323,24.78548597,86.28854756,0.67,,,,
2009,41503,Tuensang,2, Tuensang,0,NA,drought,2009-9323,26.17328255,94.88852417,0.67,,,,
2009,41504,Tumkur,2, Tumkur,0,NA,drought,2009-9323,13.51351098,76.94143582,0.67,,,,
2009,41505,Udaipur,2, Udaipur districts ,0,NA,drought,2009-9323,24.41103686,73.71456745,0.67,,,,
2009,41506,Ukhrul,2, Ukhrul districts ,0,NA,drought,2009-9323,25.02613268,94.43563413,0.67,,,,
2009,41507,Umaria,2, Umaria,0,NA,drought,2009-9323,23.6064873,80.91357691,0.67,,,,
2009,41508,Faizabad,2, Faizabad,0,NA,drought,2009-9323,26.63472236,82.07053533,0.67,,,,
2009,41509,Sheopur,2, Sheopur,0,NA,drought,2009-9323,25.75811525,77.00484609,0.67,,,,
2009,41510,Dewas,2, Dewas,0,NA,drought,2009-9323,22.74847742,76.45428243,0.67,,,,
2009,41512,Saran,2, Saran,0,NA,drought,2009-9323,25.90619844,84.81697681,0.67,,,,
2009,41513,Karbi Anglong,2, Karbi Anglong,0,NA,drought,2009-9323,26.06838073,93.14761961,0.67,,,,
2009,41514,Karimganj,2, Karimganj,0,NA,drought,2009-9323,24.58041329,92.37948378,0.67,,,,
2009,41515,Katihar,2, Katihar,0,NA,drought,2009-9323,25.54515934,87.63888289,0.67,,,,
2009,41516,Katni,2, Katni,0,NA,drought,2009-9323,23.70367012,80.33473372,0.67,,,,
2009,41517,Zunheboto,2, Zunheboto districts ,0,NA,drought,2009-9323,26.00832708,94.48657926,0.67,,,,
2009,41518,Shahdol,2, Shahdol,0,NA,drought,2009-9323,23.46327804,81.43297485,0.67,,,,
2009,41519,Shahjahanpur,2, Shahjahanpur,0,NA,drought,2009-9323,27.98172202,79.83424659,0.67,,,,
2009,41520,Imphal,3, West Imphal,0,NA,drought,2009-9323,24.87190497,93.87491997,0.67,,,,
2009,41521,Etawah,2, Etawah,0,NA,drought,2009-9323,26.78954291,79.08139024,0.67,,,,
2009,41522,Deoria,2, Deoria,0,NA,drought,2009-9323,26.42546561,83.82737358,0.67,,,,
2009,41523,Morigaon,2, Marigaon,0,NA,drought,2009-9323,26.28572399,92.28019515,0.67,,,,
2009,41524,Raichur,2, Raichur,0,NA,drought,2009-9323,16.08555462,76.890099,0.67,,,,
2009,41526,Koppal,2, Koppal,0,NA,drought,2009-9323,15.55802224,76.2204106,0.67,,,,
2009,41527,Kullu,2, Kullu,0,NA,drought,2009-9323,31.90784167,77.38444878,0.67,,,,
2009,41528,Kushinagar,2, Kushinagar,0,NA,drought,2009-9323,26.86466249,83.92526577,0.67,,,,
2009,41529,Parbhani,2, Parbhani,0,NA,drought,2009-9323,19.28577532,76.68153024,0.67,,,,
2009,41530,Darrang,2, Darrang,0,NA,drought,2009-9323,26.44938205,92.0344264,0.67,,,,
2009,41531,Patna,2, Patna,0,NA,drought,2009-9323,25.45724219,85.21433241,0.67,,,,
2009,41532,Phek,2, Phek,0,NA,drought,2009-9323,25.65232224,94.5381951,0.67,,,,
2009,41533,Siwan,2, Siwan,0,NA,drought,2009-9323,26.16285387,84.38079575,0.67,,,,
2009,41535,Saharanpur,2, Saharanpur,0,NA,drought,2009-9323,29.95468093,77.53533551,0.67,,,,
2009,41536,Solapur,2, Solapur,0,NA,drought,2009-9323,17.78882447,75.48515983,0.67,,,,
2009,41537,Fatehpur,2, Fatehpur,0,NA,drought,2009-9323,25.87788114,80.79821481,0.67,,,,
2009,41538,Sant Kabir Nagar,2, Sant Kabir Nagar,0,NA,drought,2009-9323,26.74788429,83.03009249,0.67,,,,
2009,41539,Thane,2, Thane,0,NA,drought,2009-9323,19.35998574,73.33176973,0.67,,,,
2009,41540,Dhule,2, Dhule,0,NA,drought,2009-9323,21.11152061,74.60495446,0.67,,,,
2009,41541,Ranchi,2, Ranchi,0,NA,drought,2009-9323,23.33106205,85.36569401,0.67,,,,
2009,41542,Ratlam,2, Ratlam,0,NA,drought,2009-9323,23.5041768,75.09013443,0.67,,,,
2009,41543,Dindori,2, Dindori,0,NA,drought,2009-9323,22.83514819,81.04562006,0.67,,,,
2009,41544,Dumka,2, Dumka,0,NA,drought,2009-9323,24.31833929,87.26116485,0.67,,,,
2009,41546,Etah,2, Etah,0,NA,drought,2009-9323,27.51771732,78.70204012,0.67,,,,
2009,41547,Sultanpur,2, Sultanpur,0,NA,drought,2009-9323,26.24714054,82.21743716,0.67,,,,
2009,41548,Sagar,2, Sagar,0,NA,drought,2009-9323,23.85191907,78.7527538,0.67,,,,
2009,41550,Jaipur,2, Jaipur,0,NA,drought,2009-9323,26.98375164,75.71827969,0.67,,,,
2009,41551,Sawai Madhopur,2, Sawai Madhopur,0,NA,drought,2009-9323,26.19275898,76.44437777,0.67,,,,
2009,41552,Tamenglong,2, Tamenglong,0,NA,drought,2009-9323,24.95138801,93.52811839,0.67,,,,
2009,41553,Bhabua,3, Bhabua,0,NA,drought,2009-9323,24.9927341,83.59852973,0.67,,,,
2009,41554,Satna,2, Satna,0,NA,drought,2009-9323,24.53606099,80.82548753,0.67,,,,
2009,41555,Sitapur,2, Sitapur,0,NA,drought,2009-9323,27.52317919,80.84695757,0.67,,,,
2009,41556,Balrampur,3, Balrampur,0,NA,drought,2009-9323,27.48714704,82.36882358,0.67,,,,
2009,41557,Rae Bareli,2, Rae Bareli,0,NA,drought,2009-9323,26.23054908,81.12559541,0.67,,,,
2009,41558,Sitamarhi,2, Sitamarhi,0,NA,drought,2009-9323,26.59661166,85.55704574,0.67,,,,
2009,41559,Sangli,2, Sangli,0,NA,drought,2009-9323,17.11071524,74.7748266,0.67,,,,
2009,41560,Purbi Singhbhum,2, Purba Singhbhum,0,NA,drought,2009-9323,22.57915046,86.44724919,0.67,,,,
2009,41561,Sirmaur,2, Sirmaur,0,NA,drought,2009-9323,30.67210145,77.41744738,0.67,,,,
2009,41563,Pali,2, Pali,0,NA,drought,2009-9323,25.70869575,73.52097224,0.67,,,,
2009,41564,Panna,2, Panna,0,NA,drought,2009-9323,24.42499035,80.1854626,0.67,,,,
2009,41565,Sahibganj,2, Sahibganj,0,NA,drought,2009-9323,25.0070313,87.67436273,0.67,,,,
2009,41567,Rewa,2, Rewa,0,NA,drought,2009-9323,24.75817049,81.58150737,0.67,,,,
2009,41568,Pashchimi Singhbhum,2, Pashchim Singhbhum districts ,0,NA,drought,2009-9323,22.41646071,85.51346853,0.67,,,,
2009,41569,Tikamgarh,2, Tikamgarh,0,NA,drought,2009-9323,24.99308393,78.93955092,0.67,,,,
2009,41570,Tinsukia,2, Tinsukia districts ,0,NA,drought,2009-9323,27.58426781,95.62551853,0.67,,,,
2009,41571,Sonitpur,2, Sonitpur,0,NA,drought,2009-9323,26.78257766,92.92733398,0.67,,,,
2009,41573,Sikar,2, Sikar,0,NA,drought,2009-9323,27.6400214,75.28126187,0.67,,,,
2009,41574,Wardha,2, Wardha,0,NA,drought,2009-9323,20.79632095,78.58272723,0.67,,,,
2009,41575,Tonk,2, Tonk,0,NA,drought,2009-9323,26.15000045,75.6673405,0.67,,,,
2009,41576,Thoubal,2, Thoubal,0,NA,drought,2009-9323,24.53614326,93.97348943,0.67,,,,
2009,41577,Rampur,2, Rampur,0,NA,drought,2009-9323,28.80158216,79.09400176,0.67,,,,
2009,41578,Washim,2, Washim,0,NA,drought,2009-9323,20.23844684,77.21651461,0.67,,,,
2009,41579,Yavatmal,2, Yavatmal,0,NA,drought,2009-9323,20.08393085,78.15805948,0.67,,,,
2009,41580,Wokha,2, Wokha,0,NA,drought,2009-9323,26.18961382,94.19261077,0.67,,,,
2009,41581,Simdega,2, Simdega,0,NA,drought,2009-9323,22.57773181,84.55962043,0.67,,,,
2009,8309,Kendrapara,2,Kendrapara district,0,NA,storm,2009-0130,20.54637395,86.60225642,0.67,,,,
2009,8711,Sagar,2,Sagar,0,NA,storm,2009-0204,23.85216107,78.75416046,0.67,,,,
2009,7918,Bihar,1,Bihar,0,NA,storm,2009-0240,25.67955598,85.60447908,0.67,,,,
2009,8234,Jharkhand,1,Jharkhand,0,NA,storm,2009-0240,23.65444084,85.55791494,0.67,,,,
2009,8010,Delhi,3,Delhi,0,NA,flood,2009-0303,28.64798149,77.10852932,0.67,,,,
2009,8635,Pratapgarh,2,Kannada,0,NA,flood,2009-0429,24.0309839,74.68134067,0.67,,,,
2009,8188,Jaintia Hills,2,Jainta Hills district,0,NA,flood,2009-0443,25.37090996,92.37992578,0.67,,,,
2009,7975,Coonoor,3,Coonoor,0,NA,flood,2009-0483,11.31990052,76.75887216,0.67,,,,
2009,8895,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2009-0640,26.92542523,80.56098215,0.67,,,,
2009,8896,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2009-0641,26.92542523,80.56098215,0.67,,,,
2009,8467,Maharashtra,1,Maharashtra state,0,NA,flood,2009-0429,19.44975928,76.10822143,0.67,,,,
2009,30075,Kerala,1, Kerala,0,NA,flood,2009-0409,10.45089774,76.4057486,0.67,,,,
2009,30076,Assam,1, Assam,0,NA,flood,2009-0409,26.35676035,92.82876881,0.67,,,,
2009,30077,West Bengal,1, West Bengal,0,NA,flood,2009-0409,23.81595215,87.98089998,0.67,,,,
2009,30078,Odisha,1, Orissa,0,NA,flood,2009-0409,20.50542802,84.41805896,0.67,,,,
2009,30079,Gujarat,1, Gujarat,0,NA,flood,2009-0409,22.6903222,71.5884337,0.67,,,,
2009,30080,Bihar,1,Bihar,0,NA,flood,2009-0409,25.67965826,85.6048398,0.67,,,,
2009,30081,Karnataka,1, Karnataka states,0,NA,flood,2009-0409,14.7051803,76.16643556,0.67,,,,
2009,41482,Raigarh,3, Raigarh,0,NA,drought,2009-9323,21.86730329,83.38134339,#REF!,,,,
2010,7825,Baksa,2,Baksa,0,NA,storm,2010-0694,26.66683535,91.34455199,0.67,,,,
2010,8528,Nalbari,2,Mushakpur,0,NA,storm,2010-0694,26.37721495,91.38373673,0.73,,,,
2010,8129,Guntur,2,Guntur distrits,0,NA,storm,2010-0198,16.29023485,80.08194333,0.73,,,,
2010,8387,Krishna,2,Krishna,0,NA,storm,2010-0198,16.55006848,80.79256277,0.73,,,,
2010,8554,Nellore,2,Neloore,0,NA,storm,2010-0198,14.43556427,79.72017697,0.73,,,,
2010,7677,Allahabad,2,Allahabad,0,NA,storm,2010-0688,25.29954874,81.96597409,0.73,,,,
2010,8544,Nawabganj,3,Nawabganj,0,NA,storm,2010-0688,28.50606234,79.59117925,0.73,,,,
2010,8858,Unnao,2,Unnao,0,NA,storm,2010-0688,26.61473114,80.55017141,0.73,,,,
2010,7679,Ambala,2,Haryana's Ambala,0,NA,flood,2010-0276,30.358248,76.96305073,0.73,,,,
2010,8397,Kurukshetra,2,Kurukshetra,0,NA,flood,2010-0276,30.05091346,76.82975068,0.73,,,,
2010,7678,Almora,2,Almora,0,NA,flood,2010-0492,29.69510172,79.48775484,0.73,,,,
2010,8525,Nainital,2,Naintial,0,NA,flood,2010-0492,29.31610846,79.45574999,0.73,,,,
