year,geo_id,geolocation,level,location,historical,hist_country,disastertype,disasterno,latitude,longitude,temperature,,,YearT,TempT
2002,41304,Tamil Nadu,1, Tamil Nadu provinces,0,NA,drought,2002-9349,11.00747266,78.40167065,0.62,,,,
2002,41305,Himachal Pradesh,1, Himachal Pradesh,0,NA,drought,2002-9349,31.92721256,77.23308096,0.62,,,,
2002,41306,Gujarat,1, Gujarat,0,NA,drought,2002-9349,22.6903222,71.5884337,0.62,,,,
2002,41307,Punjab,1, Punjab,0,NA,drought,2002-9349,30.84146482,75.40878951,0.62,,,,
2002,41308,Andhra Pradesh,1, Andhra Pradesh,0,NA,drought,2002-9349,15.71260766,79.92713851,0.62,,,,
2002,41309,Nagaland,1, Nagaland,0,NA,drought,2002-9349,26.06702015,94.47030166,0.62,,,,
2002,41310,Karnataka,1, Karnataka,0,NA,drought,2002-9349,14.7051803,76.16643556,0.62,,,,
2002,41311,Odisha,1, Orissa,0,NA,drought,2002-9349,20.50542802,84.41805896,0.62,,,,
2002,41312,Maharashtra,1, Maharashtra,0,NA,drought,2002-9349,19.44975928,76.10822143,0.62,,,,
2002,41313,Delhi,3, Delhi,0,NA,drought,2002-9349,28.64651897,77.10897953,0.62,,,,
2002,41314,Rajasthan,1, Rajasthan,0,NA,drought,2002-9349,26.58342294,73.84797344,0.62,,,,
2002,41315,Madhya Pradesh,1, Madhya Pradesh,0,NA,drought,2002-9349,23.54151345,78.28963287,0.62,,,,
2002,41316,Kerala,1, Kerala,0,NA,drought,2002-9349,10.45089774,76.4057486,0.62,,,,
2002,41317,Uttar Pradesh,1,Uttar Pradesh,0,NA,drought,2002-9349,26.92542523,80.56098215,0.62,,,,
2002,41318,Haryana,1, Haryana,0,NA,drought,2002-9349,29.20004038,76.33282351,0.62,,,,
2003,7851,Bankura,2,Bankura,0,NA,storm,2003-0134,23.13798584,87.12923734,0.62,,,,
2003,8133,Haora,2,Howrah,0,NA,storm,2003-0134,22.52426472,88.06481783,0.63,,,,
2003,8498,Mekhliganj,3,Mekhliganj,0,NA,storm,2003-0234,26.36581211,88.92397589,0.63,,,,
2003,8751,South 24 Parganas,2,Beltali,0,NA,storm,2003-0234,22.12170362,88.41571495,0.63,,,,
2003,7756,Anugul,2,Angul,0,NA,flood,2003-0683,20.98189206,84.90308876,0.63,,,,
2003,7828,Balangir,2,Balangir,0,NA,flood,2003-0683,20.58602305,83.1658041,0.63,,,,
2003,7859,Bargarh,2,Baragarh,0,NA,flood,2003-0683,21.21540612,83.34469613,0.63,,,,
2003,7986,Cuttack,2,Cuttack,0,NA,flood,2003-0683,20.44239318,85.6982686,0.63,,,,
2003,8050,Gajapati,2,Gajapati,0,NA,flood,2003-0683,19.16537012,84.1542009,0.63,,,,
2003,8059,Ganjam,2,Ganjam,0,NA,flood,2003-0683,19.62190014,84.65996467,0.63,,,,
2003,8184,Jagatsinghapur,2,Jagatsinghpur,0,NA,flood,2003-0683,20.21756098,86.32964206,0.63,,,,
2003,8195,Jajapur,2,Jajpur,0,NA,flood,2003-0683,20.8497324,86.14624701,0.63,,,,
2003,8253,Kalahandi,2,Kalahandi,0,NA,flood,2003-0683,19.86281434,83.10201833,0.63,,,,
2003,8307,Kendrapara,2,Kendrapara,0,NA,flood,2003-0683,20.54637395,86.60225642,0.63,,,,
2003,8371,Koraput,2,Koraput,0,NA,flood,2003-0683,18.8106927,82.70710115,0.63,,,,
2003,8546,Nayagarh,2,Nayagarh,0,NA,flood,2003-0683,20.20652947,84.99328054,0.63,,,,
2003,8702,Rayagada,2,Rayagada,0,NA,flood,2003-0683,19.35435158,83.5064816,0.63,,,,
2003,8762,Subarnapur,2,Sonepur,0,NA,flood,2003-0683,20.92629488,83.81829967,0.63,,,,
2003,8124,Guntur,2,Guntur,0,NA,storm,2003-0605,16.29023485,80.08194333,0.63,,,,
2003,8380,Krishna,2,Krishna,0,NA,storm,2003-0605,16.55006848,80.79256277,0.63,,,,
2003,9008,West Godavari,2,West Godavari,0,NA,storm,2003-0605,16.88638554,81.39289921,0.63,,,,
2003,8170,Hugli,2,Hooghly,0,NA,storm,2003-0134,22.88156947,88.07587628,0.63,,,,
2003,8663,Puri,2,Puri,0,NA,flood,2003-0683,19.86576549,85.69842138,0.63,,,,
2003,7873,Betul,2,Betul district,0,NA,storm,2003-0089,21.8803787,77.86681998,0.63,,,,
2003,8142,Haryana,1,Haryana,0,NA,storm,2003-0099,29.19963008,76.33311876,0.63,,,,
2003,8216,Jammu And Kashmir,1,Jammu and Kashmir,0,NA,storm,2003-0099,33.75977094,76.61304379,0.63,,,,
2003,8651,Punjab,1,Punjab,0,NA,storm,2003-0099,30.8418287,75.40846841,0.63,,,,
2003,8029,Dhubri,2,Baushkata,0,NA,storm,2003-0182,26.10069773,90.02798848,0.63,,,,
2003,8363,Kolkata,2,Peepulbari,0,NA,storm,2003-0182,22.55199571,88.35157415,0.63,,,,
2003,7792,Assam,1,Assam,0,NA,flood,2003-0283,26.35712666,92.82850571,0.63,,,,
2003,7910,Bihar,1,Bihar,0,NA,flood,2003-0283,25.67955598,85.60447908,0.63,,,,
2003,8848,Tripura,1,Tripura,0,NA,flood,2003-0283,23.74764472,91.74347749,0.63,,,,
2003,7846,Bangalore,2,Natkharana,0,NA,flood,2003-0387,12.94243567,77.58724634,0.63,,,,
2003,8339,Khagaria,2,Banni,0,NA,flood,2003-0387,25.51183096,86.59621605,0.63,,,,
2003,8390,Kullu,2,Kulu,0,NA,flood,2003-0719,31.90629448,77.38491545,0.63,,,,
2003,8391,Kullu,2,Kullu,0,NA,flood,2003-0720,31.90629448,77.38491545,0.63,,,,
2003,8102,Gujarat,1,Gujarat state,0,NA,storm,2003-0100,22.6903222,71.5884337,0.63,,,,
2003,8981,West Bengal,1,West Bengal,0,NA,flood,2003-0283,23.81595215,87.98089998,0.63,,,,
2003,8879,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2003-0775,26.92542523,80.56098215,0.63,,,,
2003,8250,Kachchh,2,Kutch,0,NA,flood,2003-0387,23.62539958,69.96716133,0.63,,,,
2004,7938,Bishnupur,2,Oinam,0,NA,flood,2004-0178,24.54474961,93.80183996,#REF!,,,,
2004,8177,Imphal East,2,Sanjenbam,0,NA,flood,2004-0178,24.80750672,93.77595163,0.56,,,,
2004,8178,Imphal West,2,Lourembam,0,NA,flood,2004-0178,24.80698897,93.87822529,0.56,,,,
2004,8268,Kannur,2,Kannur,0,NA,flood,2004-0321,11.99266954,75.53605911,0.56,,,,
2004,8301,Kasaragod,2,Kasargode,0,NA,flood,2004-0321,12.46079963,75.15172852,0.56,,,,
2004,8375,Kozhikode,2,Calicut,0,NA,flood,2004-0321,11.47972527,75.83239926,0.56,,,,
2004,7849,Banka,2,Banka,0,NA,flood,2004-0298,24.85181222,86.83365055,0.56,,,,
2004,7879,Bhagalpur,2,Bhagalpur,0,NA,flood,2004-0298,25.26889636,87.07777418,0.56,,,,
2004,7994,Darbhanga,2,Darbhanga,0,NA,flood,2004-0298,26.11540047,86.01625194,0.56,,,,
2004,8000,Darrang,2,Darrang,0,NA,flood,2004-0298,26.44847938,92.03596836,0.56,,,,
2004,8019,Dhemaji,2,Dhemaji,0,NA,flood,2004-0298,27.58774856,94.77483408,0.56,,,,
2004,8255,Kamrup,2,Kamrup,0,NA,flood,2004-0298,26.10199199,91.42628315,0.56,,,,
2004,8399,Lakhimpur,2,Lakhimpur,0,NA,flood,2004-0298,27.17536039,94.13589219,0.56,,,,
2004,8415,Madhubani,2,Madhubani,0,NA,flood,2004-0298,26.40674188,86.21186545,0.56,,,,
2004,8510,Muzaffarpur,2,Muzzaffarpur,0,NA,flood,2004-0298,26.15305405,85.32182327,0.56,,,,
2004,8527,Nalbari,2,Nalbri,0,NA,flood,2004-0298,26.37721495,91.38373673,0.56,,,,
2004,8728,Sheohar,2,Sheohar,0,NA,flood,2004-0298,26.4848894,85.32378785,0.56,,,,
2004,8739,Sitamarhi,2,Sitamarhi,0,NA,flood,2004-0298,26.59651346,85.55755515,0.56,,,,
2004,8747,Sonitpur,2,Sonitpur,0,NA,flood,2004-0298,26.78157942,92.92678872,0.56,,,,
2004,7867,Bathinda,2,Ulto,0,NA,flood,2004-0178,30.18481858,75.03006915,#REF!,,,,
2004,8143,Haryana,1,Haryana,0,NA,flood,2004-0734,29.19963008,76.33311876,0.56,,,,
2004,8652,Punjab,1,Punjab,0,NA,flood,2004-0734,30.8418287,75.40846841,0.56,,,,
2004,8679,Rajasthan,1,Rajasthan,0,NA,flood,2004-0734,26.58324787,73.84787426,0.56,,,,
2004,8915,Uttarakhand,1,Uttaranchal,0,NA,flood,2004-0734,30.15643883,79.1981016,0.56,,,,
2004,8159,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2004-0489,31.92726931,77.23302517,0.56,,,,
2004,7766,Arunachal Pradesh,1,Arunachal Pradesh,0,NA,flood,2004-0509,28.03850114,94.67559092,0.56,,,,
2004,8066,Goalpara,2,Goalpara district,0,NA,flood,2004-0509,26.04753791,90.61295409,0.56,,,,
2004,8492,Meghalaya,1,Meghalaya,0,NA,flood,2004-0509,25.5367155,91.28008112,0.56,,,,
2004,8104,Gujarat,1,Gujarat state,0,NA,flood,2004-0298,22.6903222,71.5884337,0.56,,,,
2004,8105,Gujarat,1,Gujarat,0,NA,flood,2004-0734,22.6903222,71.5884337,0.56,,,,
2004,8458,Maharashtra,1,Maharashtra,0,NA,flood,2004-0734,19.44975928,76.10822143,0.56,,,,
2004,8880,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2004-0489,26.92542523,80.56098215,0.56,,,,
2004,8982,West Bengal,1,Bengal,0,NA,flood,2004-0509,23.81595215,87.98089998,0.56,,,,
2004,9014,West Tripura,2,South and West Tripura,0,NA,flood,2004-0298,23.8764389,91.39718144,0.56,,,,
2005,8126,Guntur,2,Guntur,0,NA,storm,2005-0290,16.29023485,80.08194333,0.56,,,,
2005,8276,Karimnagar,2,Karimnagar,0,NA,storm,2005-0290,18.54511489,79.23560559,0.69,,,,
2005,8382,Krishna,2,Krishna,0,NA,storm,2005-0290,16.55006848,80.79256277,0.69,,,,
2005,8531,Nalgonda,2,Nalgonda,0,NA,storm,2005-0290,17.06194463,79.28166651,0.69,,,,
2005,8758,Srikakulam,2,Srikakulam,0,NA,storm,2005-0290,18.57018044,83.97909711,0.69,,,,
2005,8355,Kinnaur,2,Khab,0,NA,flood,2005-0361,31.60134548,78.39655248,0.69,,,,
2005,8392,Kullu,2,Kullu,0,NA,flood,2005-0361,31.90629448,77.38491545,0.69,,,,
2005,8478,Mandi,2,Mandi,0,NA,flood,2005-0361,31.6412821,76.97763603,0.69,,,,
2005,7674,Ahmadabad,2,Ahmedabad,0,NA,flood,2005-0335,22.72911928,72.20432773,0.69,,,,
2005,7682,Amreli,2,Amreli,0,NA,flood,2005-0335,21.42212608,71.26448769,0.69,,,,
2005,7685,Anand,2,Anand,0,NA,flood,2005-0335,22.44939448,72.7899001,0.69,,,,
2005,7885,Bharuch,2,Bharuch,0,NA,flood,2005-0335,21.78666651,72.92475605,0.69,,,,
2005,8054,Gandhinagar,2,Gandhinagar,0,NA,flood,2005-0335,23.20990618,72.70209791,0.69,,,,
2005,8230,Jamnagar,2,Jamnagar,0,NA,flood,2005-0335,22.33618485,70.23238871,0.69,,,,
2005,8246,Junagadh,2,Junagadh,0,NA,flood,2005-0335,21.25423825,70.57263302,0.69,,,,
2005,8347,Kheda,2,Kheda,0,NA,flood,2005-0335,22.8768383,73.02447162,0.69,,,,
2005,8535,Narmada,2,Narmada,0,NA,flood,2005-0335,21.71081292,73.65826656,0.69,,,,
2005,8542,Navsari,2,Navsari,0,NA,flood,2005-0335,20.81218482,73.10551991,0.69,,,,
2005,8692,Rajkot,2,Rajkot,0,NA,flood,2005-0335,22.0149433,70.76149605,0.69,,,,
2005,8709,Sabar Kantha,2,Sabarkantha,0,NA,flood,2005-0335,23.80666439,73.03763379,0.69,,,,
2005,8769,Surat,2,Surat,0,NA,flood,2005-0335,21.26454257,73.0734589,0.69,,,,
2005,8774,Surendranagar,2,Surendranagar,0,NA,flood,2005-0335,22.76841671,71.60708794,0.69,,,,
2005,8933,Vadodara,2,Vadodara,0,NA,flood,2005-0335,22.24629292,73.24968977,0.69,,,,
2005,8937,Valsad,2,Valsad,0,NA,flood,2005-0335,20.41743299,73.12143584,0.69,,,,
2005,7991,Damoh,2,Damoh,0,NA,flood,2005-0398,23.81706054,79.52117987,0.69,,,,
2005,8180,Jabalpur,2,Jabalpur,0,NA,flood,2005-0398,23.17446788,79.94316101,0.69,,,,
2005,8537,Narsimhapur,2,Narsinghpur,0,NA,flood,2005-0398,22.93719132,79.08117011,0.69,,,,
2005,8609,Panna,2,Panna,0,NA,flood,2005-0398,24.42563599,80.18539623,0.69,,,,
2005,8704,Rewa,2,Rewa,0,NA,flood,2005-0398,24.75820098,81.58193502,0.69,,,,
2005,8710,Sagar,2,Sagar,0,NA,flood,2005-0398,23.85216107,78.75416046,0.69,,,,
2005,8723,Satna,2,Maihar,0,NA,flood,2005-0398,24.53710426,80.82603421,0.69,,,,
2005,7822,Bahraich,2,Bahraich,0,NA,flood,2005-0375,27.74197158,81.41210281,0.69,,,,
2005,7837,Ballia,2,Ballia,0,NA,flood,2005-0375,25.87788941,84.09760018,0.69,,,,
2005,7845,Banda,2,Banda,0,NA,flood,2005-0375,25.47102778,80.55297227,0.69,,,,
2005,7864,Barpeta,2,Barpeta.,0,NA,flood,2005-0375,26.33685532,91.003862,0.69,,,,
2005,7995,Darbhanga,2,Darbhanga,0,NA,flood,2005-0375,26.11540047,86.01625194,0.69,,,,
2005,8004,Dehradun,2,Dehran Dun,0,NA,flood,2005-0375,30.46938035,77.96016451,0.69,,,,
2005,8020,Dhemaji,2,Dhemaji,0,NA,flood,2005-0375,27.58774856,94.77483408,0.69,,,,
2005,8031,Dibrugarh,2,Dibrugarh,0,NA,flood,2005-0375,27.37073531,95.05456196,0.69,,,,
2005,8067,Goalpara,2,Goalpara,0,NA,flood,2005-0375,26.04753791,90.61295409,0.69,,,,
2005,8240,Jorhat,2,Jorhat,0,NA,flood,2005-0375,26.79628642,94.27389983,0.69,,,,
2005,8269,Kanpur Nagar,2,Kanpur,0,NA,flood,2005-0375,26.39314172,80.20209612,0.69,,,,
2005,8272,Karimganj,2,Karimganj,0,NA,flood,2005-0375,24.57881405,92.38127235,0.69,,,,
2005,8304,Kaushambi,2,Saini,0,NA,flood,2005-0375,25.49106049,81.46093151,0.69,,,,
2005,8400,Lakhimpur,2,Lakhimpur,0,NA,flood,2005-0375,27.17536039,94.13589219,0.69,,,,
2005,8407,Lakhimpur Kheri,2,Pallia Kalan,0,NA,flood,2005-0375,28.12572584,80.65733351,0.69,,,,
2005,8416,Madhubani,2,Madhubani,0,NA,flood,2005-0375,26.40674188,86.21186545,0.69,,,,
2005,8511,Muzaffarpur,2,Muzaffarpur,0,NA,flood,2005-0375,26.15305405,85.32182327,0.69,,,,
2005,8729,Shravasti,2,Shrawasti,0,NA,flood,2005-0375,27.67717134,81.81549084,0.69,,,,
2005,8744,Sivasagar,2,Sivasagar,0,NA,flood,2005-0375,27.01129084,94.82044837,0.69,,,,
2005,8748,Sonitpur,2,Sonitpur,0,NA,flood,2005-0375,26.78157942,92.92678872,0.69,,,,
2005,8835,Tinsukia,2,Tinsukia,0,NA,flood,2005-0375,27.58449365,95.62433404,0.69,,,,
2005,8929,Uttarkashi,2,UttarkashiBadhkot,0,NA,flood,2005-0375,30.97799036,78.58958843,0.69,,,,
2005,8173,Hyderabad,2,Hyderabad,0,NA,flood,2005-0399,17.38481134,78.46612255,0.69,,,,
2005,8342,Khammam,2,Khammam,0,NA,flood,2005-0399,17.59082823,80.67917545,0.69,,,,
2005,8952,Warangal,2,Warangal,0,NA,flood,2005-0399,17.94921107,79.7917581,0.69,,,,
2005,7827,Balaghat,2,Balaghat,0,NA,flood,2005-0541,21.88121765,80.35433447,0.69,,,,
2005,7875,Bhadrak,2,Bhadrak,0,NA,flood,2005-0541,20.97856004,86.61667215,0.69,,,,
2005,7881,Bhandara,2,Bhandara,0,NA,flood,2005-0541,21.15857681,79.86785166,0.69,,,,
2005,8036,Durg,2,Durg,0,NA,flood,2005-0541,21.15131311,81.35373616,0.69,,,,
2005,8075,Gondiya,2,Gondia,0,NA,flood,2005-0541,21.12123104,80.15550227,0.69,,,,
2005,8181,Jabalpur,2,Jabalpur,0,NA,flood,2005-0541,23.17446788,79.94316101,0.69,,,,
2005,8196,Jajapur,2,Jajpur,0,NA,flood,2005-0541,20.8497324,86.14624701,0.69,,,,
2005,8303,Katni,2,Katni,0,NA,flood,2005-0541,23.70428989,80.33523763,0.69,,,,
2005,8524,Nagpur,2,Nagpur,0,NA,flood,2005-0541,21.17740754,79.08188357,0.69,,,,
2005,8694,Rajnandgaon,2,Rajnandgaon,0,NA,flood,2005-0541,21.03957695,80.81251242,0.69,,,,
2005,8724,Seoni,2,Seoni,0,NA,flood,2005-0541,22.31738467,79.68387612,0.69,,,,
2005,8536,Narmada,2,Narmada,0,NA,flood,2005-0603,21.71081292,73.65826656,0.69,,,,
2005,8608,Panch Mahals,2,Panchmahal,0,NA,flood,2005-0603,22.73440963,73.61220842,0.69,,,,
2005,8770,Surat,2,Surat,0,NA,flood,2005-0603,21.26454257,73.0734589,0.69,,,,
2005,8934,Vadodara,2,Vadodara,0,NA,flood,2005-0603,22.24629292,73.24968977,0.69,,,,
2005,7858,Barddhaman,2,Burdwan,0,NA,flood,2005-0599,23.42610967,87.76168736,#REF!,,,,
2005,8515,Nadia,2,Nadia,0,NA,flood,2005-0599,23.47721476,88.5169246,0.69,,,,
2005,8752,South 24 Parganas,2,South 24 Parganas,0,NA,flood,2005-0599,22.12170362,88.41571495,0.69,,,,
2005,7847,Bangalore,2,Bangalore,0,NA,flood,2005-0627,12.94243567,77.58724634,0.69,,,,
2005,7959,Chennai,2,Madras,0,NA,flood,2005-0627,13.04849576,80.23437074,0.69,,,,
2005,7974,Chittoor,2,Chittoor,0,NA,flood,2005-0627,13.45687774,79.00283762,0.69,,,,
2005,7978,Cuddalore,2,Cuddalore,0,NA,flood,2005-0627,11.52490531,79.44715025,0.69,,,,
2005,8016,Dharmapuri,2,Dharmapuri,0,NA,flood,2005-0627,12.08691954,78.18437414,0.69,,,,
2005,8043,Erode,2,Erode,0,NA,flood,2005-0627,11.49473924,77.40270484,0.69,,,,
2005,8265,Kanniyakumari,2,Kanyakumari,0,NA,flood,2005-0627,8.304640347,77.3456335,0.69,,,,
2005,8299,Karur,2,Karur,0,NA,flood,2005-0627,10.83161485,78.11639002,0.69,,,,
2005,8389,Krishnagiri,2,Krishnagirin,0,NA,flood,2005-0627,12.47969627,78.02092387,0.69,,,,
2005,8442,Madurai,2,Madurai,0,NA,flood,2005-0627,9.909721239,77.9894937,0.69,,,,
2005,8513,Mysore,2,Mysore,0,NA,flood,2005-0627,12.2022547,76.4374076,0.69,,,,
2005,8521,Nagappattinam,2,Nagapattinam,0,NA,flood,2005-0627,10.86120155,79.73576795,0.69,,,,
2005,8534,Namakkal,2,Namakkal,0,NA,flood,2005-0627,11.30493486,78.12291946,0.69,,,,
2005,8552,Nellore,2,Nellore,0,NA,flood,2005-0627,14.43556427,79.72017697,0.69,,,,
2005,8624,Perambalur,2,Perambalur,0,NA,flood,2005-0627,11.26097504,78.87734007,0.69,,,,
2005,8718,Salem,2,Salem,0,NA,flood,2005-0627,11.66289225,78.20825551,0.69,,,,
2005,8759,Srikakulam,2,Srikakulam,0,NA,flood,2005-0627,18.57018044,83.97909711,0.69,,,,
2005,8838,Tiruchirappalli,2,Tiruchirapalli,0,NA,flood,2005-0627,10.87461302,78.55412407,0.69,,,,
2005,8938,Vellore,2,Vellore,0,NA,flood,2005-0627,12.80083993,78.99738114,0.69,,,,
2005,8940,Viluppuram,2,Villupuram,0,NA,flood,2005-0627,11.96003858,79.28421145,0.69,,,,
2005,8947,Visakhapatnam,2,Visakhapatanam,0,NA,flood,2005-0627,17.88493739,82.68205636,0.69,,,,
2005,8950,Vizianagaram,2,Vizianagaram,0,NA,flood,2005-0627,18.46318575,83.36313333,0.69,,,,
2005,8819,The Dangs,2,Dangs,0,NA,flood,2005-0335,20.7986238,73.70614465,0.69,,,,
2005,8476,Mainpuri,2,Mainpuri,0,NA,flood,2005-0375,27.18644319,79.04400701,0.69,,,,
2005,7833,Baleshwar,2,Balasore,0,NA,flood,2005-0541,21.4888982,86.90431345,0.69,,,,
2005,8618,Pashchim Medinipur,2,Midnapore,0,NA,flood,2005-0599,22.4104231,87.26240707,0.69,,,,
2005,9016,Y.S.R.,2,Kadapa,0,NA,flood,2005-0627,14.45074652,78.7743027,0.69,,,,
2005,7888,Bhavnagar,2,Bhavnagar,0,NA,flood,2005-0335,21.59814824,71.92323212,0.69,,,,
2005,7889,Bhavnagar,2,Bhavnagar,0,NA,flood,2005-0603,21.59814824,71.92323212,0.69,,,,
2005,7857,Barddhaman,2,Burdwan,0,NA,storm,2005-0191,23.42610967,87.76168736,#REF!,,,,
2005,8364,Kolkata,2,Calcutta,0,NA,storm,2005-0291,22.55199571,88.35157415,0.69,,,,
2005,8500,Mokokchung,2,Mokokchung district,0,NA,flood,2005-0314,26.4768902,94.53191356,0.69,,,,
2005,7934,Bilaspur,2,Bilaspur,0,NA,flood,2005-0361,22.40363486,82.06906505,0.69,,,,
2005,8503,Mumbai City,2,Kharo Shimla,0,NA,flood,2005-0361,18.98271372,72.83764134,0.69,,,,
2005,8009,Delhi,3,Chattarpur,0,NA,flood,2005-0398,28.64798149,77.10852932,0.69,,,,
2005,8191,Jaisalmer,2,Sahra,0,NA,flood,2005-0398,27.06939213,70.90023356,0.69,,,,
2005,8144,Haryana,1,Haryana,0,NA,flood,2005-0746,29.19963008,76.33311876,0.69,,,,
2005,8161,Himachal Pradesh,1,Himachacl Pradesh,0,NA,flood,2005-0746,31.92726931,77.23302517,0.69,,,,
2005,8217,Jammu And Kashmir,1,Jammu and Kashmir,0,NA,flood,2005-0746,33.75977094,76.61304379,0.69,,,,
2005,8653,Punjab,1,Punjab,0,NA,flood,2005-0746,30.8418287,75.40846841,0.69,,,,
2005,7937,Birbhum,2,Birbhum district,0,NA,flood,2005-0375,23.95194467,87.6624877,0.69,,,,
2005,7951,Changlang,2,Changlang,0,NA,flood,2005-0375,27.37089093,96.34488201,0.69,,,,
2005,7964,Chhattisgarh,1,Chhattisgarh,0,NA,flood,2005-0375,21.26458489,82.03531186,0.69,,,,
2005,8033,Digras,3,Digras,0,NA,flood,2005-0354,20.07992527,77.86396875,0.69,,,,
2005,8484,Mathura,2,Nandgavan,0,NA,flood,2005-0354,27.60077411,77.62178983,0.69,,,,
2005,8063,Goa,1,Goa,0,NA,flood,2005-0409,15.35869276,74.05586262,0.69,,,,
2005,8162,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2005-0409,31.92726931,77.23302517,0.69,,,,
2005,8218,Jammu And Kashmir,1,Jammu and Kasmir,0,NA,flood,2005-0409,33.75977094,76.61304379,0.69,,,,
2005,7816,Azamgarh,2,Azamgarh area,0,NA,flood,2005-0471,26.0551594,83.04095761,0.69,,,,
2005,8163,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2005-0539,31.92726931,77.23302517,0.69,,,,
2005,8917,Uttarakhand,1,Uttaranchal,0,NA,flood,2005-0539,30.15643883,79.1981016,0.69,,,,
2005,9023,Yanam,2,Karaikal,0,NA,flood,2005-0627,16.71861838,82.23416181,#REF!,,,,
2005,8796,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2005-0677,13.45798035,80.25398335,0.69,,,,
2005,8881,Uttar Pradesh,1,Riva,0,NA,flood,2005-0398,26.92542523,80.56098215,0.69,,,,
2005,7731,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2005-0399,15.71260766,79.92713851,0.69,,,,
2005,7732,Andhra Pradesh,1,Andhra Pradresh,0,NA,flood,2005-0504,15.71260766,79.92713851,0.69,,,,
2005,8287,Karnataka,1,Karnataka,0,NA,flood,2005-0504,14.7051803,76.16643556,0.69,,,,
2005,8107,Gujarat,1,Gujarat,0,NA,flood,2005-0409,22.6903222,71.5884337,0.69,,,,
2005,8288,Karnataka,1,Karnataka,0,NA,flood,2005-0409,14.7051803,76.16643556,0.69,,,,
2005,8432,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2005-0409,23.54151345,78.28963287,0.69,,,,
2005,8460,Maharashtra,1,Maharashtra,0,NA,flood,2005-0409,19.44975928,76.10822143,0.69,,,,
2005,8584,Odisha,1,Orissa,0,NA,flood,2005-0409,20.50542802,84.41805896,0.69,,,,
2005,8884,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2005-0539,26.92542523,80.56098215,0.69,,,,
2005,7733,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2005-0537,15.71260766,79.92713851,0.69,,,,
2005,8586,Odisha,1,Orissa state,0,NA,storm,2005-0537,20.50542802,84.41805896,0.69,,,,
2005,8588,Odisha,1,Orissa,0,NA,flood,2005-0627,20.50542802,84.41805896,0.69,,,,
2005,8986,West Bengal,1,West Bengal,0,NA,flood,2005-0627,23.81595215,87.98089998,0.69,,,,
2005,9013,West Sikkim,2,Yangthang,0,NA,flood,2005-0361,27.34711035,88.17392386,0.69,,,,
2005,7834,Baleshwar,2,Balasore district,0,NA,flood,2005-0599,21.4888982,86.90431345,0.69,,,,
2006,8383,Krishna,2,Krishna,0,NA,flood,2006-0207,16.55006848,80.79256277,#REF!,,,,
2006,8760,Srikakulam,2,Srikakulam,0,NA,flood,2006-0207,18.57018044,83.97909711,0.65,,,,
2006,7838,Ballia,2,Ballia,0,NA,flood,2006-0342,25.87788941,84.09760018,0.65,,,,
2006,7948,Chandauli,2,Chandauli,0,NA,flood,2006-0342,25.14073489,83.25402798,0.65,,,,
2006,8051,Gajapati,2,Gajapati,0,NA,flood,2006-0370,19.16537012,84.1542009,0.65,,,,
2006,8703,Rayagada,2,Rayagda,0,NA,flood,2006-0370,19.35435158,83.5064816,0.65,,,,
2006,8543,Navsari,2,Nasvari,0,NA,flood,2006-0369,20.81218482,73.10551991,0.65,,,,
2006,7863,Barmer,2,Barmer,0,NA,flood,2006-0469,25.73003991,71.47894365,0.65,,,,
2006,8192,Jaisalmer,2,Jaisalmer,0,NA,flood,2006-0469,27.06939213,70.90023356,0.65,,,,
2006,8372,Kota,2,Kota,0,NA,flood,2006-0469,25.1275563,76.12547655,0.65,,,,
2006,7823,Bahraich,2,Bahraich,0,NA,flood,2006-0549,27.74197158,81.41210281,0.65,,,,
2006,7839,Balrampur,2,Balrampur,0,NA,flood,2006-0549,23.58822749,83.49431398,0.65,,,,
2006,7852,Barabanki,2,Barabanki,0,NA,flood,2006-0549,26.91728521,81.37096984,0.65,,,,
2006,8408,Lakhimpur Kheri,2,Lakhimpur Kheri,0,NA,flood,2006-0549,28.12572584,80.65733351,0.65,,,,
2006,8730,Shravasti,2,Shravasti,0,NA,flood,2006-0549,27.67717134,81.81549084,0.65,,,,
2006,8820,The Dangs,2,Dangs,0,NA,flood,2006-0369,20.7986238,73.70614465,0.65,,,,
2006,8855,Udaipur,2,Udaipur,0,NA,flood,2006-0469,24.41103686,73.71456745,0.65,,,,
2006,8071,Gonda,2,Gonda,0,NA,flood,2006-0549,27.08773605,82.0125259,0.65,,,,
2006,8680,Rajasthan,1,Rajasthan,0,NA,flood,2006-0731,26.58324787,73.84787426,0.65,,,,
2006,8174,Hyderabad,2,Hyderabad,0,NA,flood,2006-0207,17.38481134,78.46612255,0.65,,,,
2006,7796,Assam,1,Assam,0,NA,flood,2006-0262,26.35712666,92.82850571,0.65,,,,
